"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","EH_ID","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","primary_infection","challenge_infection","mouse_strain","infection_history","Locality","Genome","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","InfectionStrain","contamination","InfectionHistoryTotal","total_oocysts","OPG"
"2832","E57byDIP",0,0,0,0,1,"LM0289","E7",23.93,23.93,100,1.61,0,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88","Schweben 2","dom","SY",7907,37,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",924,"M","38","1M","5.62",9.23,"P4",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E88",NA,"NA E64 E88",0,0
"2833","E57byIRU",0,0,0,0,1,"LM0289","E7",22.44,23.93,93.77350606,2.03,4,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88","Schweben 2","dom","SY",7907,37,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",924,"M","38","1M","5.62",9.23,"P4",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E88",NA,"NA E64 E88",0,0
"2834","E57byAKL",0,0,0,0,1,"LM0289","E7",23.6,23.93,98.62097785,1.75,1,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88","Schweben 2","dom","SY",7907,37,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",924,"M","38","1M","5.62",9.23,"P4",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E88",NA,"NA E64 E88",0,0
"2835","E57byFNS",0,0,0,0,1,"LM0289","E7",21.57,23.93,90.13790221,1.93,7,"challenge","E64","E88","SCHUNT_SCHUNT","E64:E88","Schweben 2","dom","SY",7907,37,"SCHUNT","SY",7904,37,"2018-05-01",3,6,"5","1","EX",924,"M","38","1M","5.62",9.23,"P4",NA,"","SCHUNT","SCHUNT","parental strains",9.857142857,2,"E88",NA,"NA E64 E88",0,0
"2836","E57byPVX",53,49,78,80,1,"LM0291","E7",24.24,24.85,97.54527163,1.66,6,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",1300000,783132.530120482
"2837","E57byGIR",0,0,0,0,1,"LM0291","E7",24.85,24.85,100,1.76,0,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",0,0
"2838","E57byHLV",0,0,0,0,1,"LM0291","E7",26.09,24.85,104.9899396,1.45,3,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",0,0
"2839","E57byBQY",2,9,9,2,1,"LM0291","E7",NA,24.85,NA,1.04,8,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",110000,105769.230769231
"2840","E57byDMZ",30,42,52,42,1,"LM0291","E7",24.71,24.85,99.43661972,2.3,5,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",830000,360869.565217391
"2841","E57byCPW",33,25,20,22,1,"LM0291","E7",24.16,24.85,97.22334004,1.95,7,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",5e+05,256410.256410256
"2842","E57byPXY",0,0,0,0,1,"LM0291","E7",24.8,24.85,99.79879276,2.38,2,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",0,0
"2843","E57byEMP",0,0,0,0,1,"LM0291","E7",24.8,24.85,99.79879276,1.69,1,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",0,0
"2844","E57byFXZ",0,0,0,0,1,"LM0291","E7",25.96,24.85,104.4668008,1.03,4,"challenge","E64","E64","PWD_BUSNA","E64:E64","PWD x BUSNA","mus x mus","SY",2996,46,"BUSNA","SY",6113,60,"2018-05-02",7,6,"5","?","EX",940,"M","F1","1M","5.21",8.67,"L3",NA,"","PWD","BUSNA","outbred hybrids",9.714285714,2,"E64","E64","E64 E64 E64",0,0
"2845","E57bySXY",0,0,0,0,1,"LM0292","E7",22.3,22.15,100.6772009,1.14,4,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2846","E57byBLW",0,0,0,0,1,"LM0292","E7",21.89,22.15,98.8261851,1.26,1,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2847","E57byEGK",0,0,0,0,1,"LM0292","E7",22.15,22.15,100,1.24,0,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2848","E57byEJO",0,0,0,0,1,"LM0292","E7",22.1,22.15,99.77426637,1.24,6,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2849","E57bySYZ",0,0,0,0,1,"LM0292","E7",22.06,22.15,99.59367946,1.12,3,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2850","E57byMOR",0,0,0,0,1,"LM0292","E7",22.46,22.15,101.3995485,1.29,8,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2851","E57byGHL",0,0,0,0,1,"LM0292","E7",22.04,22.15,99.503386,1.67,7,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2852","E57byBTV",0,0,0,0,1,"LM0292","E7",20.95,22.15,94.58239278,1.41,5,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2853","E57byEHI",0,0,0,0,1,"LM0292","E7",21.63,22.15,97.6523702,2.58,2,"challenge","E64","E88","BUSNA_PWD","E64:E88","BUSNA x PWD","mus x mus","SY",6115,60,"PWD","SY",7040,43,"2018-04-28",4,4,"2+?","1+?","EX",914,"M","F1","1M","715",12,"P3",NA,"REZERVA","BUSNA","PWD","outbred hybrids",10.28571429,2,"E88",NA,"NA E64 E88",0,0
"2854","E57byAHT",0,0,0,0,1,"LM0293","E7",20.74,20.74,100,1.35,3,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2855","E57byILQ",0,0,0,0,1,"LM0293","E7",20.74,20.74,100,1.38,0,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2856","E57byBNW",0,0,0,0,1,"LM0293","E7",20.76,20.74,100.096432,0.81,4,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2857","E57byAIZ",0,0,0,0,1,"LM0293","E7",19.76,20.74,95.27483124,1.18,5,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2858","E57byJNY",0,0,0,0,1,"LM0293","E7",19.98,20.74,96.33558341,1.39,2,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2859","E57byJQU",0,0,0,0,1,"LM0293","E7",19.86,20.74,95.75699132,1.24,8,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2860","E57byCFU",0,0,0,0,1,"LM0293","E7",20.57,20.74,99.18032787,1.47,6,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2861","E57byATW",0,0,0,0,1,"LM0293","E7",19.85,20.74,95.7087753134041,1.39,1,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2862","E57byHVX",0,0,0,0,1,"LM0293","E7",20.48,20.74,98.7463838,1.34,7,"challenge","E64","E88","BUSNA_BUSNA","E64:E88","Buskovice","mus","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1060,"M","63","1M","5.27",8.06,"L4",NA,"","BUSNA","BUSNA","parental strains",7.571428571,2,"E88",NA,"NA E64 E88",0,0
"2863","E57byPQZ",30,33,29,25,1,"LM0294","E7",16.65,17.02,97.82608696,1.97,7,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",585000,296954.314720812
"2864","E57byLPQ",0,0,0,0,1,"LM0294","E7",17.14,17.02,100.7050529,0.54,4,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",0,0
"2865","E57byHKX",10,9,14,7,1,"LM0294","E7",16.72,17.02,98.2373678,1,6,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",2e+05,2e+05
"2866","E57byNOQ",0,0,0,0,1,"LM0294","E7",16.81,17.02,98.76615746,0.84,3,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",0,0
"2867","E57byKTZ",31,37,27,32,1,"LM0294","E7",16.75,17.02,98.41363102,0.95,5,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",635000,668421.052631579
"2868","E57byFLN",1,4,4,6,1,"LM0294","E7",16.67,17.02,97.94359577,1,8,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",75000,75000
"2869","E57byCHL",0,0,0,0,1,"LM0294","E7",17.02,17.02,100,0.92,0,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",0,0
"2870","E57byRSW",0,0,0,0,1,"LM0294","E7",17.06,17.02,100.2350176,1,1,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",0,0
"2871","E57byBGP",0,0,0,0,1,"LM0294","E7",17.09,17.02,100.4112808,0.82,2,"challenge","E64","E64","PWD_PWD","E64:E64","Prague","mus","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",780,"M","43","1M","3.17",5.14,"L3",NA,"","PWD","PWD","parental strains",13.85714286,2,"E64","E64","E64 E64 E64",0,0
"2872","E57byDEK",0,0,0,0,1,"LM0295","E7",21.31,21.31,100,1.14,0,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,0,0
"2873","E57byDRT",0,0,0,0,1,"LM0295","E7",20.2,21.31,94.79117785,1.07,4,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,0,0
"2874","E57byFGH",6,3,5,3,1,"LM0295","E7",20.4,21.31,95.72970436,1.43,7,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,85000,59440.5594405594
"2875","E57byCGI",0,0,0,0,1,"LM0295","E7",20.51,21.31,96.24589395,2.07,2,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,0,0
"2876","E57byADF",0,0,0,0,1,"LM0295","E7",20.37,21.31,95.58892539,1.47,1,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,0,0
"2877","E57byANY",47,39,42,49,1,"LM0295","E7",20.33,21.31,95.40122008,2.98,5,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,885000,296979.865771812
"2878","E57byNUY",44,34,38,45,1,"LM0295","E7",20.06,21.31,94.13420929,3.19,6,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,805000,252351.097178683
"2879","E57byDMR",0,0,0,0,1,"LM0295","E7",20.29,21.31,95.21351478,1.82,3,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,0,0
"2880","E57byCOW",1,1,0,0,1,"LM0295","E7",NA,21.31,NA,1.87,8,"challenge",NA,NA,"SCHUNT_PWD",NA,"SCHUNT x PWD","dom x mus","SY",6904,37,"PWD","SY",5342,42,"2018-03-23",1,7,"5","2","EX",724,"F","F1","1F","5.48",9.95,"L2",NA,"","SCHUNT","PWD","inter subsp. hybrids",15.42857143,2,"E64",NA,NA,10000,5347.5935828877
"2881","P3aABJ",NA,NA,NA,NA,NA,"LM0343","P3",51.1,59.8,85.4515050167224,NA,11,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","P3aAHL",NA,NA,NA,NA,NA,"LM0341","P3",53.2,59.1,90.0169204737733,NA,11,"primary","E139","E88","NMRI","E139:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","P3aANQ",NA,NA,NA,NA,NA,"LM0346","P3",53.9,53.9,100,NA,0,"primary","UNI","UNI","NMRI","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","P3aATV",19,13,22,11,1,"LM0333","P3",49,52.7,92.9791271347249,1.72,8,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325000,188953.488372093
"2885","P3aAWB",NA,NA,NA,NA,NA,"LM0339","P3",45.6,49.6,91.9354838709677,NA,2,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","P3aAZR",27,20,18,30,1,"LM0336","P3",43.7,51.9,84.2003853564547,1.02,9,"primary","E88","E64","NMRI","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475000,465686.274509804
"2887","P3aBBD",1,1,1,1,1,"LM0332","P3",47.6,61.2,77.7777777777778,0.27,10,"primary","Eflab","E88","NMRI","Eflab:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,74074.0740740741
"2888","P3aBEO",NA,NA,NA,NA,NA,"LM0339","P3",46.4,49.6,93.5483870967742,NA,9,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","P3aBOM",NA,NA,NA,NA,NA,"LM0336","P3",51,51.9,98.2658959537572,NA,4,"primary","E88","E64","NMRI","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","P3aBSJ",0,2,1,3,1,"LM0337","P3",40.8,44.7,91.2751677852349,2.49,11,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,12048.1927710843
"2891","P3aBUF",NA,NA,NA,NA,NA,"LM0337","P3",44.8,44.7,100.223713646532,NA,4,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","P3aBVL",NA,NA,NA,NA,NA,"LM0343","P3",51.8,59.8,86.6220735785953,NA,9,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","P3aBXM",NA,NA,NA,NA,NA,"LM0339","P3",49.6,49.6,100,NA,0,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","P3aCCY",0,0,0,NA,1,"LM0345","P3",57.3,60.7,94.3986820428336,4.44,9,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","P3aCES",NA,NA,NA,NA,NA,"LM0340","P3",54.5,54.5,100,NA,0,"primary","E64","UNI","NMRI","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","P3aCHZ",NA,NA,NA,NA,NA,"LM0335","P3",47.5,49.4,96.1538461538462,NA,6,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","P3aCMY",NA,NA,NA,NA,NA,"LM0339","P3",48.6,49.6,97.9838709677419,NA,1,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","P3aCNK",NA,NA,NA,NA,NA,"LM0345","P3",56.7,60.7,93.4102141680395,NA,11,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899","P3aCNK",NA,NA,NA,NA,NA,"LM0343","P3",51.3,59.8,85.7859531772575,NA,10,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900","P3aCNK",NA,NA,NA,NA,NA,"LM0345","P3",56.7,60.7,93.4102141680395,NA,11,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
