"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","EH_ID","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","primary_infection","challenge_infection","mouse_strain","infection_history","Locality","Genome","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","InfectionStrain","contamination","InfectionHistoryTotal","total_oocysts","OPG"
"2901","P3aCNK",NA,NA,NA,NA,NA,"LM0343","P3",51.3,59.8,85.7859531772575,NA,10,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","P3aCNS",NA,NA,NA,NA,NA,"LM0335","P3",47.7,49.4,96.5587044534413,NA,4,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","P3aCNX",NA,NA,NA,NA,NA,"LM0337","P3",44.7,44.7,100,NA,0,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","P3aCTE",NA,NA,NA,NA,NA,"LM0335","P3",49.4,49.4,100,NA,0,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","P3aCWN",NA,NA,NA,NA,NA,"LM0341","P3",53.6,59.1,90.6937394247039,NA,9,"primary","E139","E88","NMRI","E139:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","P3aCXA",112,104,109,101,1,"LM0339","P3",46.6,49.6,93.9516129032258,1.93,7,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130000,1103626.94300518
"2907","P3aCXB",NA,NA,NA,NA,NA,"LM0342","P3",52.6,57,92.280701754386,NA,8,"primary","E139","E64","NMRI","E139:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","P3aDAL",0,0,0,0,1,"LM0344","P3",50.7,51.4,98.6381322957199,3.15,5,"primary","UNI","E88","NMRI","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2909","P3aDGB",NA,NA,NA,NA,NA,"LM0336","P3",46.6,51.9,89.7880539499037,NA,1,"primary","E88","E64","NMRI","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","P3aDHR",NA,NA,NA,NA,NA,"LM0336","P3",49.6,51.9,95.5684007707129,NA,6,"primary","E88","E64","NMRI","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","P3aDJM",6,5,4,3,1,"LM0343","P3",51,59.8,85.2842809364548,1.13,7,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,79646.0176991151
"2912","P3aDNK",NA,NA,NA,NA,NA,"LM0344","P3",51.2,51.4,99.6108949416343,NA,4,"primary","UNI","E88","NMRI","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","P3aDQQ",NA,NA,NA,NA,NA,"LM0337","P3",45,44.7,100.671140939597,NA,6,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","P3aDSK",NA,NA,NA,NA,NA,"LM0346","P3",54.9,53.9,101.855287569573,NA,1,"primary","UNI","UNI","NMRI","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","P3aDTY",0,0,0,0,1,"LM0343","P3",56.2,59.8,93.9799331103679,2.77,4,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2916","P3aDUN",62,66,84,61,1,"LM0347","P3",65.5,71.5,91.6083916083916,3.75,7,"primary","E88","E88","NMRI","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365000,364000
"2917","P3aDWK",NA,NA,NA,NA,NA,"LM0334","P3",50.7,50.7,100,NA,0,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918","P3aDWO",29,24,20,18,1,"LM0338","P3",46.4,51.3,90.448343079922,2.61,7,"primary","E64","E88","NMRI","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455000,174329.501915709
"2919","P3aDXD",0,0,0,0,1,"LM0346","P3",52.4,53.9,97.2170686456401,3.7,8,"primary","UNI","UNI","NMRI","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2920","P3aDYV",NA,NA,NA,NA,NA,"LM0341","P3",51.4,59.1,86.9712351945854,NA,8,"primary","E139","E88","NMRI","E139:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921","P3aEDH",NA,NA,NA,NA,NA,"LM0347","P3",68,71.5,95.1048951048951,NA,4,"primary","E88","E88","NMRI","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","P3aEEZ",30,19,31,27,1,"LM0338","P3",46.4,51.3,90.448343079922,1.94,5,"primary","E64","E88","NMRI","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535000,275773.195876289
"2923","P3aENK",0,0,0,0,1,"LM0333","P3",43.2,52.7,81.9734345351044,1.45,11,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2924","P3aETL",14,12,14,12,1,"LM0337","P3",44.7,44.7,100,3.44,7,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260000,75581.3953488372
"2925","P3aEWW",NA,NA,NA,NA,NA,"LM0333","P3",51.8,52.7,98.292220113852,NA,1,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926","P3aEXU",NA,NA,NA,NA,NA,"LM0346","P3",53.5,53.9,99.2578849721707,NA,2,"primary","UNI","UNI","NMRI","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927","P3aFJS",0,0,0,0,1,"LM0346","P3",52.7,53.9,97.7736549165121,3.12,7,"primary","UNI","UNI","NMRI","UNI:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2928","P3aFKH",NA,NA,NA,NA,NA,"LM0345","P3",58.5,60.7,96.3756177924217,NA,3,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","P3aFLM",12,13,20,22,1,"LM0335","P3",43.6,49.4,88.2591093117409,2.8,9,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335000,119642.857142857
"2930","P3aFOK",0,1,0,1,1,"LM0332","P3",45.9,61.2,75,0.49,11,"primary","Eflab","E88","NMRI","Eflab:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,20408.1632653061
"2931","P3aFRB",NA,NA,NA,NA,NA,"LM0340","P3",51.4,54.5,94.3119266055046,NA,10,"primary","E64","UNI","NMRI","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932","P3aFRJ",NA,NA,NA,NA,NA,"LM0332","P3",61.2,61.2,100,NA,0,"primary","Eflab","E88","NMRI","Eflab:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933","P3aFUN",NA,NA,NA,NA,NA,"LM0343","P3",50.4,59.8,84.2809364548495,NA,8,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934","P3aGBL",NA,NA,NA,NA,NA,"LM0336","P3",51.9,51.9,100,NA,0,"primary","E88","E64","NMRI","E88:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935","P3aGFF",NA,NA,NA,NA,NA,"LM0345","P3",58,60.7,95.5518945634267,NA,4,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","P3aGPG",NA,NA,NA,NA,NA,"LM0341","P3",53.1,59.1,89.8477157360406,NA,10,"primary","E139","E88","NMRI","E139:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","P3aGTO",NA,NA,NA,NA,NA,"LM0337","P3",44.5,44.7,99.5525727069351,NA,5,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938","P3aHAT",NA,NA,NA,NA,NA,"LM0343","P3",56.7,59.8,94.8160535117057,NA,2,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","P3aHEM",NA,NA,NA,NA,NA,"LM0333","P3",51.7,52.7,98.1024667931689,NA,3,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","P3aHEN",NA,NA,NA,NA,NA,"LM0338","P3",49.1,51.3,95.7115009746589,NA,10,"primary","E64","E88","NMRI","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941","P3aHHB",NA,NA,NA,NA,NA,"LM0345","P3",60.7,60.7,100,NA,0,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942","P3aHIX",0,0,0,0,1,"LM0339","P3",48.5,49.6,97.7822580645161,2.62,3,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2943","P3aHYV",NA,NA,NA,NA,NA,"LM0340","P3",50.7,54.5,93.0275229357798,NA,8,"primary","E64","UNI","NMRI","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944","P3aIAK",NA,NA,NA,NA,NA,"LM0333","P3",51.5,52.7,97.7229601518027,NA,5,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945","P3aIFD",NA,NA,NA,NA,NA,"LM0333","P3",52.4,52.7,99.4307400379507,NA,4,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","P3aIWZ",NA,NA,NA,NA,NA,"LM0347","P3",68.7,71.5,96.0839160839161,NA,2,"primary","E88","E88","NMRI","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947","P3aIZU",0,0,0,0,1,"LM0344","P3",50,51.4,97.2762645914397,1.5,9,"primary","UNI","E88","NMRI","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2948","P3aJGV",0,0,0,0,1,"LM0345","P3",56.7,60.7,93.4102141680395,2.58,6,"primary","UNI","E64","NMRI","UNI:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2949","P3aJGW",NA,NA,NA,NA,NA,"LM0347","P3",67,71.5,93.7062937062937,NA,5,"primary","E88","E88","NMRI","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2950","P3aJIH",0,0,0,0,1,"LM0334","P3",39.4,50.7,77.7120315581854,0.85,11,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2951","P3aJIX",5,5,3,4,1,"LM0334","P3",47.4,50.7,93.491124260355,2.07,7,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85000,41062.8019323672
"2952","P3aJJH",19,23,18,16,1,"LM0341","P3",51.2,59.1,86.6328257191202,1.95,5,"primary","E139","E88","NMRI","E139:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,194871.794871795
"2953","P3aJLL",NA,NA,NA,NA,NA,"LM0337","P3",44.2,44.7,98.8814317673378,NA,1,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","P3aJOI",3,0,1,0,1,"LM0333","P3",42.8,52.7,81.2144212523719,0.6,10,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,33333.3333333333
"2955","P3aJQD",NA,NA,NA,NA,NA,"LM0339","P3",47,49.6,94.758064516129,NA,10,"primary","E64","E64","NMRI","E64:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956","P3aJRA",NA,NA,NA,NA,NA,"LM0333","P3",52.7,52.7,100,NA,0,"primary","Eflab","E64","NMRI","Eflab:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957","P3aJRY",NA,NA,NA,NA,NA,"LM0343","P3",56.8,59.8,94.9832775919733,NA,1,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958","P3aJVR",0,0,1,1,1,"LM0334","P3",40.2,50.7,79.2899408284024,0.57,10,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,17543.8596491228
"2959","P3aJZP",NA,NA,NA,NA,NA,"LM0347","P3",71.5,71.5,100,NA,0,"primary","E88","E88","NMRI","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960","P3aKEG",10,6,3,6,1,"LM0334","P3",42.3,50.7,83.4319526627219,1.06,9,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,117924.528301887
"2961","P3aKIB",NA,NA,NA,NA,NA,"LM0337","P3",44.4,44.7,99.3288590604027,NA,3,"primary","E88","UNI","NMRI","E88:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962","P3aKIQ",NA,NA,NA,NA,NA,"LM0332","P3",58.8,61.2,96.078431372549,NA,6,"primary","Eflab","E88","NMRI","Eflab:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963","P3aKPZ",0,0,0,0,1,"LM0343","P3",57.3,59.8,95.819397993311,1.06,3,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2964","P3aKUB",6,10,11,6,1,"LM0342","P3",53.4,57,93.6842105263158,2.2,7,"primary","E139","E64","NMRI","E139:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165000,75000
"2965","P3aKUI",NA,NA,NA,NA,NA,"LM0344","P3",51.7,51.4,100.583657587549,NA,1,"primary","UNI","E88","NMRI","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966","P3aKXD",0,0,0,0,1,"LM0344","P3",50.1,51.4,97.4708171206226,1.35,7,"primary","UNI","E88","NMRI","UNI:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"2967","P3aKYD",NA,NA,NA,NA,NA,"LM0340","P3",52.5,54.5,96.3302752293578,NA,9,"primary","E64","UNI","NMRI","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968","P3aKYE",NA,NA,NA,NA,NA,"LM0334","P3",49,50.7,96.6469428007889,NA,4,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969","P3aLKM",44,41,39,47,1,"LM0341","P3",50.4,59.1,85.2791878172589,2.86,7,"primary","E139","E88","NMRI","E139:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855000,298951.048951049
"2970","P3aLMT",NA,NA,NA,NA,NA,"LM0334","P3",44.7,50.7,88.1656804733728,NA,2,"primary","Eflab","UNI","NMRI","Eflab:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971","P3aLRK",NA,NA,NA,NA,NA,"LM0332","P3",58.7,61.2,95.9150326797386,NA,5,"primary","Eflab","E88","NMRI","Eflab:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972","P3aLTM",NA,NA,NA,NA,NA,"LM0343","P3",59.8,59.8,100,NA,0,"primary","E139","UNI","NMRI","E139:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973","P3aLTV",NA,NA,NA,NA,NA,"LM0342","P3",53.6,57,94.0350877192983,NA,2,"primary","E139","E64","NMRI","E139:E64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974","P3aMAO",51,47,46,44,1,"LM0340","P3",50.5,54.5,92.6605504587156,1.82,7,"primary","E64","UNI","NMRI","E64:UNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940000,516483.516483516
"2975","P3aMCD",NA,NA,NA,NA,NA,"LM0338","P3",51.3,51.3,100,NA,0,"primary","E64","E88","NMRI","E64:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976","P3aMCE",6,1,4,3,1,"LM0347","P3",63.2,71.5,88.3916083916084,7.28,11,"primary","E88","E88","NMRI","E88:E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,9615.38461538462
