"","labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"3192","P3bYAO",NA,NA,NA,NA,NA
"3193","P3bYNS",NA,NA,NA,NA,NA
"3194","P3bYNT",NA,NA,NA,NA,NA
"3195","P3bYVL",9,9,11,7,1
"3196","P3bZBW",16,24,28,27,1
"3197","P3bZDE",NA,NA,NA,NA,NA
"3198","P3bZGF",0,0,0,0,1
"3199","P3bZIB",NA,NA,NA,NA,NA
"3200","P3bZJZ",NA,NA,NA,NA,NA
"3201","P4aAAA",25,41,29,33,1
"3202","P4aAKA",0,0,0,0,1
"3203","P4aAKJ",NA,NA,NA,NA,1
"3204","P4aAMK",0,0,0,0,1
"3205","P4aAQN",17,17,22,19,1
"3206","P4aARF",0,0,0,0,1
"3207","P4aAXB",0,0,0,0,1
"3208","P4aBBE",0,0,0,0,1
"3209","P4aBDZ",NA,NA,NA,NA,1
"3210","P4aBFV",91,108,92,88,1
"3211","P4aBGC",0,1,0,0,1
"3212","P4aBID",0,1,0,0,1
"3213","P4aBIO",12,9,6,6,1
"3214","P4aBPT",67,68,65,63,1
"3215","P4aBPY",2,0,0,1,1
"3216","P4aBRM",74,79,81,64,1
"3217","P4aBWK",45,41,52,47,1
"3218","P4aCCC",0,0,0,0,1
"3219","P4aCFB",0,0,0,0,1
"3220","P4aCLB",0,0,0,0,1
"3221","P4aCLL",0,0,0,0,1
"3222","P4aCNF",8,6,5,7,1
"3223","P4aCNZ",12,13,9,4,1
"3224","P4aCPI",130,121,133,129,1
"3225","P4aCPK",0,0,0,0,1
"3226","P4aCRR",1,0,0,0,1
"3227","P4aCUI",12,18,14,11,1
"3228","P4aCXA",0,0,0,0,1
"3229","P4aCXE",0,0,0,0,1
"3230","P4aCZD",8,7,5,4,1
"3231","P4aDAP",0,0,0,0,1
"3232","P4aDAQ",11,13,9,7,1
"3233","P4aDFW",NA,NA,NA,NA,1
"3234","P4aDHR",148,151,131,137,1
"3235","P4aDIW",NA,NA,NA,NA,1
"3236","P4aDTP",29,31,27,24,1
"3237","P4aDUE",NA,NA,NA,NA,1
"3238","P4aDYE",12,21,17,19,1
"3239","P4aDYG",0,0,0,0,1
"3240","P4aEAQ",11,9,10,14,1
"3241","P4aEBU",0,0,0,0,1
"3242","P4aECQ",NA,NA,NA,NA,1
"3243","P4aEDT",0,0,0,0,1
"3244","P4aEER",4,2,0,2,1
"3245","P4aEJC",0,0,0,0,1
"3246","P4aENX",0,1,1,0,1
"3247","P4aEOB",0,0,0,0,1
"3248","P4aEOW",0,0,0,0,1
"3249","P4aERQ",0,2,0,0,1
"3250","P4aETM",0,0,0,0,1
"3251","P4aETW",21,25,22,19,1
"3252","P4aEUW",NA,NA,NA,NA,1
"3253","P4aEVI",148,162,158,155,1
"3254","P4aEVZ",NA,NA,NA,NA,1
"3255","P4aEWQ",19,21,17,19,1
"3256","P4aEWR",9,9,10,8,1
"3257","P4aEXA",104,97,109,102,1
"3258","P4aEZC",NA,NA,NA,NA,1
"3259","P4aFCS",7,9,4,5,1
"3260","P4aFDT",7,8,7,6,1
"3261","P4aFFH",0,0,0,0,1
"3262","P4aFFO",0,0,0,0,1
"3263","P4aFGV",1,3,4,2,1
"3264","P4aFNW",NA,NA,NA,NA,1
"3265","P4aFOM",17,14,15,13,1
"3266","P4aFQG",NA,NA,NA,NA,1
"3267","P4aFST",1,0,0,0,1
"3268","P4aFTM",158,161,174,147,1
"3269","P4aFXB",70,64,82,79,1
"3270","P4aGAQ",0,0,0,0,1
"3271","P4aGAU",7,11,8,9,1
"3272","P4aGAV",0,0,0,0,1
"3273","P4aGCN",NA,NA,NA,NA,1
"3274","P4aGDW",NA,NA,NA,NA,1
"3275","P4aGEH",0,0,0,0,1
"3276","P4aGFH",4,6,5,7,1
"3277","P4aGSL",0,0,0,0,1
"3278","P4aGTB",0,0,0,0,1
"3279","P4aGUJ",NA,NA,NA,NA,1
"3280","P4aGWH",NA,NA,NA,NA,1
"3281","P4aGZU",0,0,0,0,1
"3282","P4aHBW",1,1,0,0,1
"3283","P4aHDF",NA,NA,NA,NA,1
"3284","P4aHEA",NA,NA,NA,NA,1
"3285","P4aHGF",NA,NA,NA,NA,1
"3286","P4aHIS",0,2,0,1,1
"3287","P4aHPG",83,94,87,79,1
"3288","P4aHQE",48,36,39,44,1
"3289","P4aHQG",0,0,0,0,1
"3290","P4aHRY",0,0,1,0,1
"3291","P4aHTT",NA,NA,NA,NA,1
"3292","P4aHUH",0,0,0,0,1
"3293","P4aIAF",0,0,0,0,1
"3294","P4aIGA",0,0,0,0,1
"3295","P4aIJK",0,0,0,0,1
"3296","P4aIJQ",0,0,0,0,1
"3297","P4aIJW",3,6,4,5,1
"3298","P4aILN",0,0,0,0,1
"3299","P4aIQD",NA,NA,NA,NA,1
"3300","P4aIUD",3,4,4,3,1
"3301","P4aIUQ",NA,NA,NA,NA,1
"3302","P4aIVI",5,7,4,6,1
"3303","P4aIYI",0,0,0,0,1
"3304","P4aJDE",NA,NA,NA,NA,1
"3305","P4aJGW",2,1,0,1,1
"3306","P4aJKC",0,1,0,2,1
"3307","P4aJKL",NA,NA,NA,NA,1
"3308","P4aJKY",NA,NA,NA,NA,1
"3309","P4aJLK",0,0,0,0,1
"3310","P4aJQX",0,0,0,0,1
"3311","P4aJRE",0,0,0,0,1
"3312","P4aJTL",82,71,63,74,1
"3313","P4aKBE",0,0,0,0,1
"3314","P4aKBV",0,1,0,0,1
"3315","P4aKCF",6,7,4,5,1
"3316","P4aKFE",0,0,0,0,1
"3317","P4aKHJ",0,0,0,0,1
"3318","P4aKPL",0,0,0,0,1
"3319","P4aKUB",0,0,0,0,1
"3320","P4aKXK",NA,NA,NA,NA,1
"3321","P4aLBB",26,30,24,21,1
"3322","P4aLDK",0,0,0,0,1
"3323","P4aLGU",17,19,21,15,1
"3324","P4aLLW",1,0,0,1,1
"3325","P4aLNT",1,0,0,0,1
"3326","P4aLSH",NA,NA,NA,NA,1
"3327","P4aLSL",NA,NA,NA,NA,1
"3328","P4aLWB",8,7,6,3,1
"3329","P4aMDE",6,4,3,3,1
"3330","P4aMDM",3,0,0,2,1
"3331","P4aMFY",0,0,0,0,1
"3332","P4aMGT",94,61,72,81,1
"3333","P4aMHC",NA,NA,NA,NA,1
"3334","P4aMMF",18,17,19,12,1
"3335","P4aMOX",NA,NA,NA,NA,1
"3336","P4aMRP",1,0,2,0,1
"3337","P4aMRT",17,12,11,15,1
"3338","P4aMTY",NA,NA,NA,NA,1
"3339","P4aNDF",0,0,0,0,1
"3340","P4aNDH",0,1,1,0,1
"3341","P4aNGR",0,0,0,0,1
"3342","P4aNGT",0,0,1,2,1
"3343","P4aNJI",0,0,0,0,1
"3344","P4aNJL",0,0,0,0,1
"3345","P4aNLQ",NA,NA,NA,NA,1
"3346","P4aNOU",0,0,0,0,1
"3347","P4aNRK",NA,NA,NA,NA,1
"3348","P4aNWE",0,0,0,0,1
"3349","P4aNXU",0,0,0,0,1
"3350","P4aNZF",1,1,0,0,1
"3351","P4aOAW",1,0,1,0,1
"3352","P4aOBO",2,0,1,1,1
"3353","P4aOBV",NA,NA,NA,NA,1
"3354","P4aODF",NA,NA,NA,NA,1
"3355","P4aOEA",0,0,0,0,1
"3356","P4aOJF",1,0,0,1,1
"3357","P4aONQ",0,0,0,0,1
"3358","P4aOUM",0,0,0,0,1
"3359","P4aOWI",0,0,0,0,1
"3360","P4aOWL",NA,NA,NA,NA,1
"3361","P4aOWQ",58,63,68,64,1
"3362","P4aOZG",25,23,26,22,1
"3363","P4aPBV",81,92,77,84,1
"3364","P4aPBX",2,1,0,1,1
"3365","P4aPPC",1,0,2,0,1
"3366","P4aPQW",0,0,0,0,1
"3367","P4aPRH",NA,NA,NA,NA,1
"3368","P4aPSG",6,4,3,6,1
"3369","P4aPUM",7,6,5,6,1
"3370","P4aPVF",0,0,0,0,1
"3371","P4aPWL",0,0,0,0,1
"3372","P4aPXS",0,1,0,0,1
"3373","P4aQAO",0,0,0,0,1
"3374","P4aQBT",0,0,0,0,1
"3375","P4aQKW",0,0,0,0,1
"3376","P4aQMF",1,2,1,0,1
"3377","P4aQMT",0,0,0,0,1
"3378","P4aQPN",0,0,0,0,1
"3379","P4aQVI",0,0,0,0,1
"3380","P4aQYP",0,0,0,0,1
"3381","P4aQYZ",0,0,0,0,1
"3382","P4aRBY",5,6,7,6,1
"3383","P4aRDV",98,112,102,107,1
"3384","P4aRFT",0,0,0,0,1
"3385","P4aRHX",3,3,4,2,1
"3386","P4aRKJ",31,28,23,24,1
"3387","P4aRPB",NA,NA,NA,NA,1
"3388","P4aSBT",0,0,0,0,1
"3389","P4aSHF",0,0,0,0,1
"3390","P4aSNC",6,3,4,3,1
"3391","P4aSOS",0,0,0,0,1
"3392","P4aSRU",0,0,0,0,1
"3393","P4aSWD",6,4,3,5,1
"3394","P4aSWK",62,58,49,57,1
"3395","P4aSYQ",NA,NA,NA,NA,1
"3396","P4aTDW",1,0,1,0,1
"3397","P4aTQA",0,0,0,0,1
"3398","P4aTUY",114,121,109,102,1
"3399","P4aTYQ",NA,NA,NA,NA,1
"3400","P4aUAE",0,0,0,0,1
"3401","P4aUAQ",3,4,3,1,1
"3402","P4aUCA",0,0,0,0,1
"3403","P4aUDZ",1,0,1,0,1
"3404","P4aUGP",0,0,0,0,1
"3405","P4aUGT",0,0,0,0,1
"3406","P4aUGV",1,0,0,0,1
"3407","P4aULF",12,9,11,10,1
"3408","P4aULK",71,69,72,77,1
"3409","P4aURG",0,0,0,0,1
"3410","P4aUYW",NA,NA,NA,NA,1
"3411","P4aVCF",9,4,8,7,1
"3412","P4aVCP",129,125,131,117,1
"3413","P4aVLF",0,0,0,0,1
"3414","P4aVMI",0,0,0,0,1
"3415","P4aVPK",0,0,0,0,1
"3416","P4aVQC",0,0,0,0,1
"3417","P4aWDD",0,0,0,0,1
"3418","P4aWGN",NA,NA,NA,NA,1
"3419","P4aWPM",0,0,0,1,1
"3420","P4aWTF",NA,NA,NA,NA,1
"3421","P4aWYZ",44,41,38,42,1
"3422","P4aXBA",0,0,0,0,1
"3423","P4aXEZ",0,0,0,0,1
"3424","P4aXIJ",0,0,0,0,1
"3425","P4aXJK",NA,NA,NA,NA,1
"3426","P4aXKE",0,0,0,0,1
"3427","P4aXLA",0,0,0,0,1
"3428","P4aXTX",0,0,0,0,1
"3429","P4aXYX",7,8,5,6,1
"3430","P4aYAM",0,0,0,0,1
"3431","P4aYED",0,1,0,0,1
"3432","P4aYSI",106,109,111,121,1
"3433","P4aYSZ",6,4,3,4,1
"3434","P4aZBG",4,4,3,3,1
"3435","P4aZCB",1,2,0,2,1
"3436","P4aZCH",0,1,0,0,1
"3437","P4aZCH",1,2,0,2,1
"3438","P4aZFI",1,0,0,0,1
"3439","P4aZFS",1,0,0,0,1
"3440","P4aZRL",38,29,41,24,1
"3441","P4aZZO",77,71,68,79,1
"3442","P4bBAT",NA,NA,NA,NA,1
"3443","P4bBAX",NA,NA,NA,NA,1
"3444","P4bBBB",0,0,0,0,1
"3445","P4bBBH",NA,NA,NA,NA,1
"3446","P4bBFB",NA,NA,NA,NA,1
"3447","P4bBHX",NA,NA,NA,NA,1
"3448","P4bBOI",NA,NA,NA,NA,1
"3449","P4bBSE",NA,NA,NA,NA,1
"3450","P4bBTZ",NA,NA,NA,NA,1
"3451","P4bBUU",0,0,0,0,1
"3452","P4bBZP",NA,NA,NA,NA,1
"3453","P4bCCI",NA,NA,NA,NA,1
"3454","P4bCES",0,0,0,0,1
"3455","P4bCQB",0,0,0,0,1
"3456","P4bCSP",0,0,0,0,1
"3457","P4bCUJ",NA,NA,NA,NA,1
"3458","P4bDAR",NA,NA,NA,NA,1
"3459","P4bDGJ",85,90,87,74,1
"3460","P4bDJM",1,0,1,0,1
"3461","P4bDRA",NA,NA,NA,NA,1
"3462","P4bDXC",NA,NA,NA,NA,1
"3463","P4bDXI",NA,NA,NA,NA,1
"3464","P4bEBR",0,0,0,0,1
"3465","P4bEES",67,59,64,69,1
"3466","P4bEJB",33,41,29,37,1
"3467","P4bEWJ",10,11,9,13,1
"3468","P4bFFV",0,0,0,0,1
"3469","P4bFMM",0,0,0,0,1
"3470","P4bFPG",NA,NA,NA,NA,1
"3471","P4bFPJ",NA,NA,NA,NA,1
"3472","P4bFUA",NA,NA,NA,NA,1
"3473","P4bFYX",NA,NA,NA,NA,1
"3474","P4bGAB",3,2,1,0,1
"3475","P4bGAB",3,2,1,0,1
"3476","P4bGBX",NA,NA,NA,NA,1
"3477","P4bGEE",2,1,0,0,1
"3478","P4bGIQ",NA,NA,NA,NA,1
"3479","P4bGTM",0,0,0,0,1
"3480","P4bGXY",0,0,0,0,1
"3481","P4bGXY",0,0,0,0,1
"3482","P4bGYV",NA,NA,NA,NA,1
"3483","P4bHGX",NA,NA,NA,NA,1
"3484","P4bHHA",3,4,5,6,1
"3485","P4bHNX",NA,NA,NA,NA,1
"3486","P4bHOK",0,0,0,0,1
"3487","P4bHVW",NA,NA,NA,NA,1
"3488","P4bHXA",NA,NA,NA,NA,1
"3489","P4bHXN",NA,NA,NA,NA,1
"3490","P4bHYK",0,0,0,0,1
"3491","P4bIAM",0,0,0,0,1
"3492","P4bIAN",0,0,0,0,1
"3493","P4bIBH",NA,NA,NA,NA,1
"3494","P4bICB",NA,NA,NA,NA,1
"3495","P4bICV",0,0,0,0,1
"3496","P4bIFU",67,75,64,71,1
"3497","P4bIFU",67,75,64,71,1
"3498","P4bIKC",NA,NA,NA,NA,1
"3499","P4bIMU",0,0,0,0,1
"3500","P4bIOZ",24,17,20,19,1
"3501","P4bISP",NA,NA,NA,NA,1
"3502","P4bISV",NA,NA,NA,NA,1
"3503","P4bIWL",0,0,0,0,1
"3504","P4bIXP",0,0,0,0,1
"3505","P4bIYG",0,0,0,0,1
"3506","P4bJAT",0,0,0,0,1
"3507","P4bJEY",15,12,11,10,1
"3508","P4bJIL",21,9,17,11,1
"3509","P4bJKP",0,0,0,0,1
"3510","P4bJOV",0,0,0,0,1
"3511","P4bJQG",NA,NA,NA,NA,1
"3512","P4bJRA",0,0,0,0,1
"3513","P4bJWS",1,0,0,1,1
"3514","P4bJZP",0,0,0,0,1
"3515","P4bKAB",0,0,0,0,1
"3516","P4bKBF",48,54,44,53,1
"3517","P4bKDS",0,0,0,0,1
"3518","P4bKGL",0,0,0,0,1
"3519","P4bKHA",0,0,0,0,1
"3520","P4bKJY",0,0,0,0,1
"3521","P4bKJY",0,0,0,0,1
"3522","P4bKSX",NA,NA,NA,NA,1
"3523","P4bLHZ",0,0,0,0,1
"3524","P4bLKJ",0,0,0,0,1
"3525","P4bLUN",14,12,16,11,1
"3526","P4bLVS",6,4,5,3,1
"3527","P4bLZA",0,0,0,0,1
"3528","P4bMCM",0,0,0,0,1
"3529","P4bMLG",0,0,0,0,1
"3530","P4bMLZ",0,0,0,0,1
"3531","P4bMOP",0,0,0,0,1
"3532","P4bMOP",0,0,0,0,1
"3533","P4bNCD",NA,NA,NA,NA,1
"3534","P4bNLQ",NA,NA,NA,NA,1
"3535","P4bNRH",58,77,68,69,1
"3536","P4bNUP",0,0,0,0,1
"3537","P4bNUZ",NA,NA,NA,NA,1
"3538","P4bNZN",115,121,108,109,1
"3539","P4bOGB",NA,NA,NA,NA,1
"3540","P4bOIR",4,3,1,1,1
"3541","P4bOKV",130,119,121,138,1
"3542","P4bOOO",29,32,27,24,1
"3543","P4bOQR",NA,NA,NA,NA,1
"3544","P4bOSQ",0,0,0,0,1
"3545","P4bOXC",NA,NA,NA,NA,1
"3546","P4bOYK",0,NA,0,0,1
"3547","P4bPBN",46,30,39,37,1
"3548","P4bPBV",NA,NA,NA,NA,1
"3549","P4bPDV",0,0,0,0,1
"3550","P4bPOY",0,0,0,0,1
"3551","P4bPQS",0,0,0,0,1
"3552","P4bPQS",0,0,0,0,1
"3553","P4bPSE",NA,NA,NA,NA,1
"3554","P4bPWF",NA,NA,NA,NA,1
"3555","P4bPWT",0,0,0,0,1
"3556","P4bPYV",0,0,0,0,1
"3557","P4bQCB",0,0,0,0,1
"3558","P4bQNF",0,0,0,0,1
"3559","P4bQNU",NA,NA,NA,NA,1
"3560","P4bQSH",0,0,0,0,1
"3561","P4bQSH",0,0,0,0,1
"3562","P4bRAP",0,0,0,0,1
"3563","P4bRBK",0,0,0,0,1
"3564","P4bRBY",0,0,0,0,1
"3565","P4bRIY",0,0,0,0,1
"3566","P4bRLM",1,1,1,0,1
"3567","P4bRLM",1,1,1,0,1
"3568","P4bRXD",50,45,39,47,1
"3569","P4bRXD",50,45,39,47,1
"3570","P4bSBW",0,0,0,0,1
"3571","P4bSJG",NA,NA,NA,NA,1
"3572","P4bSLQ",86,65,69,71,1
"3573","P4bSLR",3,9,7,4,1
"3574","P4bSMO",0,0,0,0,1
"3575","P4bSMQ",20,23,20,19,1
"3576","P4bSMQ",20,23,20,19,1
"3577","P4bSQN",NA,NA,NA,NA,1
"3578","P4bSQT",NA,NA,NA,NA,1
"3579","P4bSTL",2,1,0,1,1
"3580","P4bSTT",NA,NA,NA,NA,1
"3581","P4bSYC",NA,NA,NA,NA,1
"3582","P4bTEV",NA,NA,NA,NA,1
"3583","P4bTMO",NA,NA,NA,NA,1
"3584","P4bTTS",NA,NA,NA,NA,1
"3585","P4bTXK",0,0,0,0,1
"3586","P4bUCC",NA,NA,NA,NA,1
"3587","P4bULK",0,0,0,0,1
"3588","P4bUMM",NA,NA,NA,NA,1
"3589","P4bUMN",NA,NA,NA,NA,1
"3590","P4bUMZ",123,111,117,109,1
"3591","P4bUNW",28,31,35,29,1
"3592","P4bURQ",NA,NA,NA,NA,1
"3593","P4bUXA",0,0,0,0,1
"3594","P4bVAG",NA,NA,NA,NA,1
"3595","P4bVDY",0,0,0,0,1
"3596","P4bVMP",NA,NA,NA,NA,1
"3597","P4bVPL",NA,NA,NA,NA,1
"3598","P4bVSE",NA,NA,NA,NA,1
"3599","P4bVUW",18,14,15,12,1
"3600","P4bVVV",4,5,5,4,1
"3601","P4bVYO",60,71,57,49,1
"3602","P4bWAH",0,0,0,0,1
"3603","P4bWGQ",0,0,0,0,1
"3604","P4bWKZ",0,0,0,0,1
"3605","P4bWTX",0,0,0,0,1
"3606","P4bWUH",NA,NA,NA,NA,1
"3607","P4bWWU",0,0,0,0,1
"3608","P4bWXG",0,0,0,0,1
"3609","P4bWXZ",0,0,0,0,1
"3610","P4bXFH",14,6,11,7,1
"3611","P4bXLJ",NA,NA,NA,NA,1
"3612","P4bXNG",NA,NA,NA,NA,1
"3613","P4bXOQ",0,0,0,0,1
"3614","P4bXOQ",0,0,0,0,1
"3615","P4bXUM",0,0,0,0,1
"3616","P4bXUM",0,0,0,0,1
"3617","P4bXUZ",NA,NA,NA,NA,1
"3618","P4bYAP",NA,NA,NA,NA,1
"3619","P4bYCB",0,0,0,0,1
"3620","P4bYFR",0,0,0,0,1
"3621","P4bYHW",NA,NA,NA,NA,1
"3622","P4bYMB",0,0,0,0,1
"3623","P4bYNP",18,19,14,21,1
"3624","P4bYNV",0,0,0,0,1
"3625","P4bYNV",0,0,0,0,1
"3626","P4bYPF",135,163,141,129,1
"3627","P4bYVL",NA,NA,NA,NA,1
"3628","P4bYYO",NA,NA,NA,NA,1
"3629","P4bYYR",NA,NA,NA,NA,1
"3630","P4bYZQ",0,0,0,0,1
"3631","P4bZCF",16,21,19,17,1
"3632","P4bZJC",NA,NA,NA,NA,1
"3633","P4bZLQ",0,1,0,2,1
"3634","P4bZPL",NA,NA,NA,NA,1
